hhid	size	head_age	head_gender	head_marital	head_education	m0_5	f0_5	m6_16	f6_16	m17_39	f17_39	m40	f40	ml5	fl5	ml16	fl16	ml39	fl39	ml40	fl40
1623005.0	2	28	1	3	9	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1623012.0	1	30	2	1	13	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1623019.0	2	44	1	3	21	0	0	1	0	0	0	0	1	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.5
1623026.0	3	22	1	3	9	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1623033.0	1	48	1	3	19	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1623039.0	5	61	1	3	0	0	0	0	0	2	1	1	1	0.0	0.0	0.0	0.0	0.4	0.2	0.2	0.2
1623046.0	8	48	1	3	9	0	0	0	1	3	2	0	2	0.0	0.0	0.0	0.125	0.375	0.25	0.0	0.25
1623053.0	1	38	2	6	21	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1623064.0	4	23	2	3	16	0	0	0	0	1	0	1	2	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.5
1623067.0	4	38	2	6	11	0	0	1	0	0	1	1	1	0.0	0.0	0.25	0.0	0.0	0.25	0.25	0.25
1624002.0	2	25	1	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1624009.0	3	26	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1624016.0	4	30	2	5	12	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1624023.0	2	50	1	3	9	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1624029.0	1	25	1	1	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1624036.0	1	38	1	3	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1624043.0	3	63	1	3	13	0	0	0	0	1	0	0	2	0.0	0.0	0.0	0.0	0.33333334	0.0	0.0	0.6666667
1624050.0	2	29	1	3	11	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1624057.0	4	23	2	3	9	0	0	0	0	1	0	1	2	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.5
1624063.0	2	50	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1625004.0	6	69	1	3	21	0	0	0	0	4	0	0	2	0.0	0.0	0.0	0.0	0.6666667	0.0	0.0	0.33333334
1625007.0	8	40	1	3	0	0	0	0	2	2	2	1	1	0.0	0.0	0.0	0.25	0.25	0.25	0.125	0.125
1625010.0	1	22	2	3	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1625023.0	1	66	2	6	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1625029.0	1	23	1	3	13	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1625035.0	1	33	1	3	9	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1625041.0	2	34	1	3	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1625048.0	1	23	1	1	9	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1625058.0	2	65	2	6	0	0	0	0	0	1	1	0	0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0
1625060.0	3	31	1	3	13	0	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.6666667	0.33333334
1626005.0	1	25	1	1	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1626012.0	2	31	2	6	9	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1626019.0	2	29	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1626026.0	1	41	1	3	21	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1626033.0	1	36	1	3	12	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1626040.0	1	35	1	3	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1626047.0	1	38	1	3	13	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1626054.0	1	38	1	3	8	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1626061.0	1	23	1	1	10	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1626068.0	4	24	1	3	12	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1627006.0	3	38	1	3	19	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1627014.0	5	45	1	3	21	0	0	1	2	0	0	0	2	0.0	0.0	0.2	0.4	0.0	0.0	0.0	0.4
1627022.0	3	33	1	3	21	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1627029.0	4	35	1	3	19	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1627037.0	1	45	1	3	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1627044.0	4	30	1	3	18	0	0	0	0	1	0	1	2	0.0	0.0	0.0	0.0	0.25	0.0	0.25	0.5
1627045.0	3	28	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1627053.0	2	28	1	3	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1627068.0	1	30	1	1	21	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1627076.0	2	26	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1628003.0	1	25	2	1	13	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1628006.0	2	27	1	3	13	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1628018.0	1	45	1	6	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1628024.0	2	21	1	3	9	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1628030.0	3	30	1	3	9	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1628036.0	2	58	1	3	12	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1628039.0	6	41	1	3	18	0	1	1	0	1	1	1	1	0.0	0.16666667	0.16666667	0.0	0.16666667	0.16666667	0.16666667	0.16666667
1628042.0	6	53	1	3	21	0	0	0	2	1	1	0	2	0.0	0.0	0.0	0.33333334	0.16666667	0.16666667	0.0	0.33333334
1628054.0	1	25	2	1	13	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1628061.0	7	51	1	3	13	0	0	0	1	0	4	1	1	0.0	0.0	0.0	0.14285715	0.0	0.5714286	0.14285715	0.14285715
1630010.0	4	31	2	3	21	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1630021.0	2	51	1	3	13	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1630031.0	1	46	1	3	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1630042.0	2	37	1	3	9	0	0	0	0	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0
1630052.0	3	48	1	3	13	0	0	0	0	0	1	1	1	0.0	0.0	0.0	0.0	0.0	0.33333334	0.33333334	0.33333334
1630063.0	1	25	1	1	18	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1630073.0	2	29	1	1	19	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1630084.0	1	45	1	3	21	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1630094.0	2	34	1	3	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1630105.0	2	45	1	3	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1635001.0	4	26	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1635009.0	3	30	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1635018.0	2	24	1	3	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1635026.0	1	45	2	6	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1635034.0	1	48	1	3	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1635043.0	2	31	1	3	8	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1635051.0	1	47	2	6	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1635059.0	1	24	1	3	9	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1635067.0	1	33	1	3	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1635076.0	2	24	1	1	9	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1636003.0	3	28	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1636007.0	1	30	2	5	13	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1636013.0	2	37	2	1	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1636019.0	2	26	1	3	19	0	0	0	0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5
1636023.0	2	45	1	3	13	0	0	0	0	1	1	0	0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0
1636031.0	3	62	1	1	15	0	0	0	0	2	0	0	1	0.0	0.0	0.0	0.0	0.6666667	0.0	0.0	0.33333334
1636036.0	1	28	2	5	13	0	0	0	1	0	0	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
1636042.0	3	30	2	6	9	0	1	0	0	0	0	1	1	0.0	0.33333334	0.0	0.0	0.0	0.0	0.33333334	0.33333334
1636048.0	1	53	1	3	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1636055.0	1	26	1	1	9	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1637004.0	8	54	1	3	21	0	0	0	0	0	0	4	4	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1637007.0	4	28	1	3	9	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1637022.0	3	26	1	3	13	0	0	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.6666667	0.33333334
1637031.0	1	42	1	3	13	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1637040.0	2	34	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1637049.0	5	37	2	3	9	0	0	0	0	1	0	2	2	0.0	0.0	0.0	0.0	0.2	0.0	0.4	0.4
1637058.0	3	56	1	3	21	0	0	0	0	2	1	0	0	0.0	0.0	0.0	0.0	0.6666667	0.33333334	0.0	0.0
1637067.0	2	45	1	3	8	0	0	0	0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5
1637076.0	7	47	1	3	13	0	0	0	0	3	1	1	2	0.0	0.0	0.0	0.0	0.42857143	0.14285715	0.14285715	0.2857143
1637085.0	6	32	1	3	20	0	1	0	0	0	1	2	2	0.0	0.16666667	0.0	0.0	0.0	0.16666667	0.33333334	0.33333334
1638004.0	7	52	1	3	13	0	0	0	2	4	0	0	1	0.0	0.0	0.0	0.2857143	0.5714286	0.0	0.0	0.14285715
1638014.0	2	40	2	3	21	0	0	1	0	0	0	1	0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	0.0
1638025.0	1	36	2	6	21	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1638035.0	2	50	1	3	21	0	0	0	0	2	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
1638045.0	2	25	1	3	9	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1638055.0	2	45	1	3	9	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1638066.0	1	37	1	3	13	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1638076.0	2	25	1	3	9	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1638086.0	5	33	2	3	0	0	0	0	0	0	0	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.4
1638097.0	4	30	1	3	9	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1649005.0	3	29	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1649012.0	3	39	1	3	0	0	0	1	1	0	1	0	0	0.0	0.0	0.33333334	0.33333334	0.0	0.33333334	0.0	0.0
1649019.0	1	26	1	1	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1649027.0	3	31	1	3	9	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1649034.0	4	75	1	3	0	0	0	1	1	1	1	0	0	0.0	0.0	0.25	0.25	0.25	0.25	0.0	0.0
1649041.0	4	31	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1649049.0	5	30	1	3	13	0	0	0	2	0	1	1	1	0.0	0.0	0.0	0.4	0.0	0.2	0.2	0.2
1649056.0	2	30	1	3	9	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1649063.0	5	33	1	3	21	0	0	0	0	1	0	2	2	0.0	0.0	0.0	0.0	0.2	0.0	0.4	0.4
1649070.0	4	26	2	1	13	0	0	0	0	1	0	2	1	0.0	0.0	0.0	0.0	0.25	0.0	0.5	0.25
1650018.0	2	34	1	3	0	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1650029.0	1	28	1	3	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1650039.0	2	30	1	3	0	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1650050.0	1	64	1	3	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1650061.0	2	28	1	3	9	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1650072.0	1	45	1	3	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1650083.0	3	40	1	3	0	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1650093.0	2	36	1	3	22	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1650104.0	2	67	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1650107.0	2	25	1	3	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1651020.0	4	32	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1651042.0	2	33	1	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1651064.0	3	27	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1651085.0	2	30	1	3	9	0	1	0	0	0	1	0	0	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0
1651107.0	7	36	1	3	13	0	1	0	1	0	1	2	2	0.0	0.14285715	0.0	0.14285715	0.0	0.14285715	0.2857143	0.2857143
1651129.0	1	19	2	1	9	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1651150.0	1	60	1	3	9	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1651172.0	3	35	1	3	12	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1651194.0	2	29	1	1	19	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1651215.0	1	40	1	3	21	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1652005.0	1	20	2	1	21	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1652008.0	2	29	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1652016.0	2	30	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1652024.0	1	30	1	3	21	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1652033.0	1	25	2	5	13	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1652041.0	3	23	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1652050.0	4	34	1	3	21	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1652058.0	4	23	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1652075.0	1	49	2	6	11	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1652083.0	4	49	1	3	21	0	0	1	1	1	1	0	0	0.0	0.0	0.25	0.25	0.25	0.25	0.0	0.0
1653010.0	1	32	1	1	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1653025.0	2	20	1	1	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1653040.0	2	30	1	1	20	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1653055.0	1	32	1	3	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1653070.0	2	28	1	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1653085.0	2	26	1	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1653100.0	7	42	1	3	9	1	0	3	1	0	1	1	0	0.14285715	0.0	0.42857143	0.14285715	0.0	0.14285715	0.14285715	0.0
1653115.0	4	33	1	3	21	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1653130.0	4	28	1	3	14	0	0	1	1	0	1	1	0	0.0	0.0	0.25	0.25	0.0	0.25	0.25	0.0
1653145.0	3	28	1	3	9	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1654005.0	2	22	2	1	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1654007.0	4	38	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1654020.0	4	23	1	3	13	0	0	0	0	0	1	2	1	0.0	0.0	0.0	0.0	0.0	0.25	0.5	0.25
1654028.0	1	26	2	1	11	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1654035.0	3	30	1	3	11	0	0	0	0	0	1	1	1	0.0	0.0	0.0	0.0	0.0	0.33333334	0.33333334	0.33333334
1654050.0	5	66	1	3	11	0	0	0	2	1	1	0	1	0.0	0.0	0.0	0.4	0.2	0.2	0.0	0.2
1654065.0	4	50	1	3	8	0	0	1	1	1	0	0	1	0.0	0.0	0.25	0.25	0.25	0.0	0.0	0.25
1654080.0	2	30	2	1	0	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1654095.0	2	50	1	3	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1654110.0	4	36	1	3	19	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1655007.0	4	23	1	3	9	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1655021.0	3	35	1	3	9	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1655035.0	3	30	1	3	19	0	0	0	0	0	1	1	1	0.0	0.0	0.0	0.0	0.0	0.33333334	0.33333334	0.33333334
1655049.0	3	38	1	3	13	0	0	0	0	0	1	1	1	0.0	0.0	0.0	0.0	0.0	0.33333334	0.33333334	0.33333334
1655063.0	2	28	1	3	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1655077.0	1	32	1	3	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
1655091.0	4	29	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1655105.0	1	46	1	3	21	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1655119.0	2	26	1	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1655133.0	2	18	2	1	0	0	0	0	0	0	1	1	0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0
1656012.0	3	34	1	3	9	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1656026.0	4	23	1	3	9	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1656039.0	1	26	1	1	12	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1656053.0	1	40	1	3	19	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
1656066.0	1	25	2	1	11	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1656079.0	3	40	1	3	21	0	0	1	0	0	0	1	1	0.0	0.0	0.33333334	0.0	0.0	0.0	0.33333334	0.33333334
1656093.0	1	56	1	3	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1656117.0	3	30	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1656120.0	4	27	1	3	9	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1656133.0	3	36	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1661003.0	4	29	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1661007.0	4	48	1	3	21	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1661009.0	3	36	1	3	9	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1661016.0	2	24	1	1	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1661023.0	1	43	2	4	13	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1661029.0	3	25	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1661042.0	3	29	1	3	21	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1661049.0	2	55	1	3	11	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1661056.0	3	38	1	3	13	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1661062.0	4	30	1	3	9	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1662021.0	3	35	1	3	9	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1662046.0	2	25	1	1	21	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1662071.0	2	34	2	3	13	0	0	0	0	0	0	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
1662097.0	2	50	2	1	13	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1662122.0	3	25	1	3	21	0	0	0	0	0	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.6666667
1662142.0	3	29	1	3	13	0	0	0	0	0	1	1	1	0.0	0.0	0.0	0.0	0.0	0.33333334	0.33333334	0.33333334
1662172.0	2	22	1	1	17	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1662197.0	5	27	1	3	21	0	0	0	0	0	0	3	2	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.4
1662222.0	2	27	1	3	20	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1662247.0	1	24	1	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1664002.0	4	40	1	3	13	0	0	0	0	0	0	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1664010.0	2	26	2	1	9	0	0	0	0	0	0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5
1664017.0	1	28	2	1	13	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
